text,subject,sender,label
Your Apple Store order #536-31842-98 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #536-31842-98,no-reply@apple.com,0
"Warning: Unusual sign-in activity detected on your Google Account from St. Petersburg, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-25 for $3,528.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-25,billing@quickbooks-online-pay.com,1
Please join us for a lunch & learn presentation on Zero Trust Architecture this Thursday at 12 PM in Conference Room B.,Lunch & Learn: CI/CD Pipeline Security,events@company.com,0
"Urgent invoice payment overdue! Invoice #INV-3 for $2,386.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-3,billing@quickbooks-online-pay.com,1
Please join us for a lunch & learn presentation on CI/CD Pipeline Security this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $2,759.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your Spotify Premium receipt for this month ($578.42) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $1,657.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Your Apple Store order #860-22053-84 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #860-22053-84,no-reply@apple.com,0
URGENT: Your Microsoft 365 password expires in 40 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $2,037.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Hi Alex, attached is the updated project roadmap for Q1. Please review before our sync meeting tomorrow at 2 PM.",Q1 Project Roadmap Review,alex.brown@company.com,0
"Hi James, thanks for submitting the pull request for feature #593. I left a few minor comments on GitHub: https://github.com/company/repo/pull/593.",Pull Request Review #593,dev-lead@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Jira ticket FIN-278 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: FIN-278,jira@company.com,0
"Dear customer, your Apple account has been temporarily restricted due to unauthorized login attempts from IP 45.215.55.22. Please verify your identity immediately at http://app1e-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@app1e-security-check.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Windows PC). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Your Slack verification code is 549-339. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $2,609.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hi Emma, thanks for submitting the pull request for feature #530. I left a few minor comments on GitHub: https://github.com/company/repo/pull/530.",Pull Request Review #530,dev-lead@company.com,0
Your Slack verification code is 488-428. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
Your monthly AWS cloud infrastructure billing invoice for July is now available in the AWS Management Console. Amount due: $362.33.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
"Warning: Unusual sign-in activity detected on your Google Account from St. Petersburg, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
URGENT: Your Microsoft 365 password expires in 19 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $3,085.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Please join us for a lunch & learn presentation on CI/CD Pipeline Security this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
Your Apple Store order #355-97416-23 is ready for pickup at Apple Store Beijing.,Apple Store Pickup Ready #355-97416-23,no-reply@apple.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hey team, just a reminder that our weekly Cybersecurity standup is scheduled for today at 7 PM on Zoom: https://zoom.us/j/4414282713.",Weekly Cybersecurity Standup,manager.cybersecurity@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"Hi Daniel, thanks for submitting the pull request for feature #985. I left a few minor comments on GitHub: https://github.com/company/repo/pull/985.",Pull Request Review #985,dev-lead@company.com,0
"Hi Michael, thanks for submitting the pull request for feature #519. I left a few minor comments on GitHub: https://github.com/company/repo/pull/519.",Pull Request Review #519,dev-lead@company.com,0
FINAL NOTICE: Your Netflix subscription payment of $477.00 was declined. Update your credit card details immediately at http://netfl1x-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@netfl1x-billing-update.com,1
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $679.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Your Jira ticket HR-467 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: HR-467,jira@company.com,0
Thank you for your payment of $671.92 for your Microsoft 365 Subscription. Invoice #745-68117-92.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
URGENT: Your Microsoft 365 password expires in 27 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Dear customer, your Facebook account has been temporarily restricted due to unauthorized login attempts from IP 204.77.26.1. Please verify your identity immediately at http://faceb00k-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@faceb00k-security-check.com,1
Your Jira ticket SAL-168 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: SAL-168,jira@company.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Hi James, your expense report for $495.35 has been approved by management and submitted to payroll.",Expense Report Approved: $495.35,finance@company.com,0
Please join us for a lunch & learn presentation on GraphQL APIs this Thursday at 12 PM in Conference Room B.,Lunch & Learn: CI/CD Pipeline Security,events@company.com,0
"Hi Daniel, attached is the updated project roadmap for Q1. Please review before our sync meeting tomorrow at 2 PM.",Q1 Project Roadmap Review,daniel.wilson@company.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your Slack verification code is 412-516. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $1,545.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
Thank you for your payment of $334.87 for your Microsoft 365 Subscription. Invoice #559-81071-26.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Hi Sophia, your expense report for $368.52 has been approved by management and submitted to payroll.",Expense Report Approved: $368.52,finance@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your Jira ticket PRO-140 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: PRO-140,jira@company.com,0
Thank you for your payment of $113.95 for your Microsoft 365 Subscription. Invoice #611-99040-70.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Your Apple Store order #386-14288-98 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #386-14288-98,no-reply@apple.com,0
Your Apple Store order #271-10071-17 is ready for pickup at Apple Store Shenzhen.,Apple Store Pickup Ready #271-10071-17,no-reply@apple.com,0
"Hello Olivia, I need you to purchase 34 Apple Gift Cards ($746.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your order #598-93296-78 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=598-93296-78.,Your Order Has Shipped,shipping@amazon.com,0
Your monthly AWS cloud infrastructure billing invoice for April is now available in the AWS Management Console. Amount due: $586.48.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your Slack verification code is 358-954. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your order #419-54966-68 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=419-54966-68.,Your Order Has Shipped,shipping@amazon.com,0
Thank you for your payment of $201.27 for your Microsoft 365 Subscription. Invoice #213-93478-68.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,448.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
URGENT: Your Microsoft 365 password expires in 11 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,796.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Your Jira ticket HR-292 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: HR-292,jira@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Your Spotify Premium receipt for this month ($514.23) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your Jira ticket ENG-594 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: ENG-594,jira@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
Your order #754-88269-12 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=754-88269-12.,Your Order Has Shipped,shipping@amazon.com,0
"Hello Michael, I need you to purchase 28 Apple Gift Cards ($3,971.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $1,049.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"FINAL NOTICE: Your Facebook subscription payment of $1,299.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@faceb00k-billing-update.com,1
"Hey team, just a reminder that our weekly DevOps standup is scheduled for today at 2 PM on Zoom: https://zoom.us/j/8027451152.",Weekly DevOps Standup,manager.devops@company.com,0
"Hi James, thanks for submitting the pull request for feature #687. I left a few minor comments on GitHub: https://github.com/company/repo/pull/687.",Pull Request Review #687,dev-lead@company.com,0
Your weekly digest from LinkedIn: Sarah and 990 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Beijing, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Hi Robert, attached is the updated project roadmap for Q3. Please review before our sync meeting tomorrow at 8 PM.",Q3 Project Roadmap Review,robert.garcia@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $3,636.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
URGENT: Your Microsoft 365 password expires in 37 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Dear customer, your LinkedIn account has been temporarily restricted due to unauthorized login attempts from IP 50.2.158.85. Please verify your identity immediately at http://linkd1n-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@linkd1n-security-check.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Shenzhen, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Hi Robert, thanks for submitting the pull request for feature #573. I left a few minor comments on GitHub: https://github.com/company/repo/pull/573.",Pull Request Review #573,dev-lead@company.com,0
"Hey team, just a reminder that our weekly Marketing standup is scheduled for today at 9 PM on Zoom: https://zoom.us/j/4393149814.",Weekly Marketing Standup,manager.marketing@company.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Thank you for your payment of $461.10 for your Microsoft 365 Subscription. Invoice #925-80575-97.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"Hi Team, please welcome our new Senior Developer, Michael Davis, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hi Team, please welcome our new Senior Developer, Emily Smith, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hi Sophia, attached is the updated project roadmap for Q2. Please review before our sync meeting tomorrow at 5 PM.",Q2 Project Roadmap Review,sophia.jones@company.com,0
"Hi Team, please welcome our new Senior Developer, Alex Williams, who joins us today!",Welcome New Team Member,hr@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-20 for $3,686.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-20,billing@quickbooks-online-pay.com,1
"Hello Olivia, I need you to purchase 12 Apple Gift Cards ($910.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your Spotify Premium receipt for this month ($165.50) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Your order #659-36254-52 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=659-36254-52.,Your Order Has Shipped,shipping@amazon.com,0
Your Jira ticket HR-482 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: HR-482,jira@company.com,0
"Hi Sarah, your expense report for $624.88 has been approved by management and submitted to payroll.",Expense Report Approved: $624.88,finance@company.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Your Apple Store order #870-86037-99 is ready for pickup at Apple Store Lagos.,Apple Store Pickup Ready #870-86037-99,no-reply@apple.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your monthly AWS cloud infrastructure billing invoice for July is now available in the AWS Management Console. Amount due: $435.69.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
Your Slack verification code is 371-581. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Bucharest, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Thank you for your payment of $518.29 for your Microsoft 365 Subscription. Invoice #973-96169-91.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Please join us for a lunch & learn presentation on Zero Trust Architecture this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Hi Sarah, thanks for submitting the pull request for feature #618. I left a few minor comments on GitHub: https://github.com/company/repo/pull/618.",Pull Request Review #618,dev-lead@company.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $3,915.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hello Alex, I need you to purchase 17 Apple Gift Cards ($1,697.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your Spotify Premium receipt for this month ($848.77) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Hi Emily, thanks for submitting the pull request for feature #362. I left a few minor comments on GitHub: https://github.com/company/repo/pull/362.",Pull Request Review #362,dev-lead@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $4,464.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Dear customer, your Netflix account has been temporarily restricted due to unauthorized login attempts from IP 93.174.0.157. Please verify your identity immediately at http://netfl1x-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@netfl1x-security-check.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Thank you for your payment of $450.75 for your Microsoft 365 Subscription. Invoice #123-49603-45.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Thank you for your payment of $671.34 for your Microsoft 365 Subscription. Invoice #639-39116-45.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your Spotify Premium receipt for this month ($682.83) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"Hey team, just a reminder that our weekly DevOps standup is scheduled for today at 5 PM on Zoom: https://zoom.us/j/4976697510.",Weekly DevOps Standup,manager.devops@company.com,0
"Hi Emily, your expense report for $305.32 has been approved by management and submitted to payroll.",Expense Report Approved: $305.32,finance@company.com,0
URGENT: Your Microsoft 365 password expires in 13 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,861.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Please join us for a lunch & learn presentation on GraphQL APIs this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Dear customer, your PayPal account has been temporarily restricted due to unauthorized login attempts from IP 19.79.235.162. Please verify your identity immediately at http://paypa1-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@paypa1-security-check.com,1
URGENT: Your Microsoft 365 password expires in 2 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,338.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your order #229-72070-95 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=229-72070-95.,Your Order Has Shipped,shipping@amazon.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hi Olivia, thanks for submitting the pull request for feature #831. I left a few minor comments on GitHub: https://github.com/company/repo/pull/831.",Pull Request Review #831,dev-lead@company.com,0
